"","titulo","texto"
"318","Versión estenográfica. 83 Convención Bancaria, en Acapulco, Guerrero","Y que estas sucursales puedan ser en lo mínimo autosuficientes, cobrar comisiones razonables e ir ocupando el 90 por ciento del territorio nacional que no tiene servicios bancarios, 90 por ciento del territorio nacional, donde hay un gran potencial económico y social para el corto y mediano plazo hacia el futuro."
"319","Versión estenográfica. 83 Convención Bancaria, en Acapulco, Guerrero","Pero, además, con esta acción, la banca tendría el distintivo de la dimensión social. Eso yo lo pongo a consideración de ustedes, de que podamos llegar a un acuerdo y nosotros ayudar para que se amplíe la infraestructura bancaria en nuestro país."
"320","Versión estenográfica. 83 Convención Bancaria, en Acapulco, Guerrero","Nos importa mucho la modernidad, pero forjada desde abajo y para todos. No creemos en el sofisma que se utilizó mucho para engañar, de que si llovía fuerte arriba, goteaba abajo; la riqueza no es permeable, no es contagiosa, no puede hablar de lo otro."
"321","Versión estenográfica. 83 Convención Bancaria, en Acapulco, Guerrero","Se necesita promover la distribución de la riqueza, así como no se puede distribuir lo que no se tiene y por eso es importante crear la riqueza; así también hay que crear la riqueza y distribuirla, porque si no, no se puede vivir, está demostrado que, en las sociedades, en los gobiernos donde sólo se piensa en la acumulación de la riqueza arriba, más temprano que tarde se desatan conflictos, hay inestabilidad, incluso revoluciones."
"322","Versión estenográfica. 83 Convención Bancaria, en Acapulco, Guerrero","Por eso se requiere que haya modernidad abajo, que haya equidad, que haya justicia, que podamos darle la mano al que se quedó atrás para que se empareje y caminemos todos juntos."
"323","Versión estenográfica. 83 Convención Bancaria, en Acapulco, Guerrero","Y ustedes tienen ese don del humanismo. Esto no tiene que ver con ideologías, es la fraternidad lo que podemos hacer por nuestros semejantes, el amor al prójimo. Entonces, es muy importante el pensar en lograr que haya más justicia, más igualdad en nuestro país."
"324","Versión estenográfica. 83 Convención Bancaria, en Acapulco, Guerrero","Y quiero decirles que, en este propósito de apoyar la economía desde abajo, la economía popular, la economía familiar ha resultado un gran aliento el que estén creciendo las remesas, lo que envían nuestros paisanos a sus familiares en México, lo mencionó Luis."
"325","Versión estenográfica. 83 Convención Bancaria, en Acapulco, Guerrero","El año pasado, récord, 36 mil millones de dólares; y ese dinero llega a las comunidades más apartadas, comunidades pequeñas y esa cantidad de recursos es la principal fuente de ingresos que tiene nuestro país."
"326","Versión estenográfica. 83 Convención Bancaria, en Acapulco, Guerrero","Por eso hablo de que nuestros paisanos son héroes vivientes, que merecen todo nuestro reconocimiento, todo nuestro apoyo, toda nuestra protección, los migrantes mexicanos, los que por necesidad tuvieron que irse a buscarse la vida del otro lado de la frontera."
"327","Versión estenográfica. 83 Convención Bancaria, en Acapulco, Guerrero","Bueno, esas remesas junto con los ingresos, el presupuesto de los programas de bienestar, están abajo, reactivando la economía y eso da mucha paz y da mucha tranquilidad. No olvidemos que la paz y la tranquilidad son frutos de la justicia. Esa economía tenemos que seguirla apoyando."
"328","Versión estenográfica. 83 Convención Bancaria, en Acapulco, Guerrero","Hace un año en esta convención hablé del tema de las remesas y señalé que pedía yo la operación, el apoyo para bajar el monto de las comisiones para que le rindiera más el dinero a los familiares de los migrantes."
"329","Versión estenográfica. 83 Convención Bancaria, en Acapulco, Guerrero","Hice un estudio, mejor dicho, instruí al procurador federal del Consumidor que llevara a cabo un seguimiento de cómo se comportaban los cobros de comisiones tomando en consideración una serie de factores, no sólo el cobro de la comisión, sino cómo se pagaba el dólar y otra serie de elementos."
"330","Versión estenográfica. 83 Convención Bancaria, en Acapulco, Guerrero","Y quiero decir aquí, no voy a hablar de los que cobran más comisiones, no tiene sentido, estamos hablando de la unidad, vamos a hablar de los que se portaron mejor o el que se portó mejor, de acuerdo a este estudio que tiene un sustento técnico."
"331","Versión estenográfica. 83 Convención Bancaria, en Acapulco, Guerrero","Según la Procuraduría Federal del Consumidor, la mejor opción en el mercado de las remesas este año fue el Grupo Financiero Banorte."
"332","Versión estenográfica. 83 Convención Bancaria, en Acapulco, Guerrero","Le diría yo como le dijo una vez Mutis al ‘Gabo’, a García Márquez, que le entregó el libro de Juan Rulfo, Pedro Páramo, -todavía no era Gabo lo que llegó a ser, el gran escritor- le dijo Mutis, le entregó el libro de Juan Rulfo, de Pedro Páramo, le dijo: ‘Tenga, para que aprenda’. Así les diría yo con todo respeto."
"333","Versión estenográfica. 83 Convención Bancaria, en Acapulco, Guerrero","Ojalá y el año próximo pueda yo venir a la convención y decir que ya no fue Banorte el primer lugar, que ya hubo otro banco que lo desplazó y que yo pueda decir que no sólo fue un banco, sino dos o tres."
"334","Versión estenográfica. 83 Convención Bancaria, en Acapulco, Guerrero","Termino diciéndoles, amigas, amigos, banqueras, banqueros, termino diciéndoles que no van a cambiar las reglas del juego, para decirlo de manera coloquial, no va a haber ninguna reforma promovida por el Ejecutivo que afecte a la banca de México y la banca que trabaja en nuestro país. Vamos a mantener el mismo marco legal. Si hay algún cambio, saldrá de ustedes y pensando siempre en la competencia. Los bancos se regulan con los bancos, el mercado se regula con el mercado."
"335","Versión estenográfica. 83 Convención Bancaria, en Acapulco, Guerrero","Me dio mucho gusto estar con ustedes."
"336","Versión estenográfica. 83 Convención Bancaria, en Acapulco, Guerrero","Ahora sí, les pido que se pongan de pie porque es para mí un gusto declarar formalmente clausurada esta convención bancaria denominada: ‘Prosperidad para todos en la era digital’, siendo las 17:00 horas del día 13 de marzo del 2020."
"337","Versión estenográfica. 83 Convención Bancaria, en Acapulco, Guerrero","Estoy seguro que los trabajos y compromisos derivados de esta convención beneficiarán a todas y a todos los mexicanos."
"338","Versión estenográfica. 83 Convención Bancaria, en Acapulco, Guerrero","Enhorabuena y muchas felicidades."
"339","Versión estenográfica. Día Internacional de las Mujeres","PRESIDENTE ANDRÉS MANUEL LÓPEZ OBRADOR: Amigas, amigos de Fresnillo, de pueblos, ejidos, de municipios de este estado de Zacatecas."
"340","Versión estenográfica. Día Internacional de las Mujeres","Me da mucho gusto estar de nuevo en Frenillo este domingo, que se ha dedicado a recordar a las mujeres que han luchado durante siglos, durante décadas por la igualdad. Hoy, 8 de marzo, es el Día Internacional de las Mujeres y por eso estamos aquí con ustedes en Fresnillo."
"341","Versión estenográfica. Día Internacional de las Mujeres","¡Qué vivan las mujeres!"
"342","Versión estenográfica. Día Internacional de las Mujeres","Escribí un texto para esta ocasión, pero quiero ir también tratando otros temas, porque la lucha por los derechos de las mujeres en México y en el mundo tiene como eje principal la lucha por la igualdad social, la lucha en favor de los humildes, de los pobres, la lucha en contra de la explotación de hombres y mujeres, la lucha en contra de la opresión. Por eso, tenemos que ver el movimiento de las mujeres en el marco de la lucha por la igualdad social en favor de hombres y de mujeres."
"343","Versión estenográfica. Día Internacional de las Mujeres","Empiezo recordando que las mujeres siempre han participado con convicción y valor para lograr las transformaciones de México."
"344","Versión estenográfica. Día Internacional de las Mujeres","En el movimiento de Independencia nacional, que fue la primera transformación que se llevó a cabo desde que obtuvimos nuestra libertad como país, independiente y soberano, en ese movimiento de Independencia nacional -como todas y todos lo sabemos porque lo aprendimos en la escuela- destacaron mujeres como Josefa Ortiz de Domínguez, como Gertrudis Bocanegra, como Leona Vicario y muchas mujeres más que contribuyeron, ayudaron, en tareas de comunicación o eran correos que llevaban información, trabajaban las mujeres también en la inteligencia, en el espionaje, daban asesoría a los hombres."
"345","Versión estenográfica. Día Internacional de las Mujeres","Nada más imaginen. Si había un dirigente independentista, pues tenía a su compañera y ¿qué?, ¿no platicaban?, ¿qué?, ¿no le decía él a su compañera cómo estaba la lucha?, ¿y qué? ¿no opinaba la compañera de ese independentista?"
"346","Versión estenográfica. Día Internacional de las Mujeres","Pues claro que sí, le daba su punto de vista, lo aconsejaba, lo asesoraba, ni modo que no participaran las mujeres."
"347","Versión estenográfica. Día Internacional de las Mujeres","Y también participaron las mujeres en la Independencia en importantes actividades para la construcción de una patria libre."
"348","Versión estenográfica. Día Internacional de las Mujeres","Luego, en la segunda transformación, en el movimiento de Reforma, no se puede omitir -y a lo mejor no les va a gustar a algunos, algunas que yo haya escrito- no se puede omitir la aportación abnegada, así, lo repito, la contribución abnegada de Margarita Maza de Juárez."
"349","Versión estenográfica. Día Internacional de las Mujeres","Imagínense lo que hizo esa mujer, que se llevó a sus hijos al extranjero para salvar, porque el presidente Juárez corría muchos riesgos y ella se hizo cargo de sus hijos, y en el extranjero se les murieron dos de sus hijos y ella tuvo que sacarlos adelante a los hijos que les quedaron."
"350","Versión estenográfica. Día Internacional de las Mujeres","Por eso hablo de Margarita Maza de Juárez y de las mujeres leales al liberalismo, como la señora Agustina de Jesús Ramírez Heredia, era de Mocorito, Sinaloa."
"351","Versión estenográfica. Día Internacional de las Mujeres","¿Saben qué hizo?"
"352","Versión estenográfica. Día Internacional de las Mujeres","Le entregó a Benito Juárez durante la lucha 12 de sus 13 hijos, 12, nada más se quedó con uno para que fueran a defender la República."
"353","Versión estenográfica. Día Internacional de las Mujeres","En la Revolución, que fue la tercera transformación, fueron ejemplares mujeres como Carmen Serdán, Amelia Robles, María Arias Bernal, Mercedes Madero, hermana del Apóstol de la Democracia, Francisco I. Madero, Juana Belém Gutiérrez de Mendoza, Dolores Jiménez y Muro, así como las mujeres magonistas."
"354","Versión estenográfica. Día Internacional de las Mujeres","Es importante que se sepa que los magonistas que enfrentaban a la dictadura de Porfirio Díaz decidieron irse a luchar en Estados Unidos y desde allá empezaron a hacer el periódico Regeneración para despertar la conciencia de los obreros, de los campesinos y para que se iniciara el movimiento revolucionario. Los magonistas fueron precursores de la Revolución, pero se dedicaban a organizar al pueblo y a despertar la conciencia con ese periódico Regeneración."
"355","Versión estenográfica. Día Internacional de las Mujeres","En ese movimiento de Estados Unidos, de los magonistas, participaron mujeres, pero no sólo mujeres mexicanas, también mujeres estadounidenses, algunas hasta de familias acomodadas. Hubo una de esas mujeres que recibió una herencia de su familia y aportó toda su herencia a la lucha por la libertad y era de Estados Unidos y ayudó en la lucha revolucionaria de México."
"356","Versión estenográfica. Día Internacional de las Mujeres","También cuántas mujeres periodistas ayudaron, contribuyeron para hacer posible la Revolución. Y quién no recuerda a las célebres soldaderas o adelitas, tenemos claro eso ¿verdad? lo que hicieron las mujeres revolucionarias."
"357","Versión estenográfica. Día Internacional de las Mujeres","Por cierto, el Día Internacional de la Mujer tiene como antecedente haber surgido a principios del siglo pasado, 1908, 1909, 1910, 1911, hubo movimientos en Nueva York, hubo movimientos en otros países, en Dinamarca, en Austria, en Alemania, en Suecia, en Rusia, movimientos de mujeres con demandas laborales fundamentalmente, mejores salarios para las mujeres, porque si no eran buenos los salarios para los hombres, menos eran buenos los salarios para las mujeres; y también esos movimientos surgieron para demandar que se redujera la jornada laboral, que era en esos países de 12 horas, aquí en nuestro país desgraciadamente era de 16 horas la jornada laboral."
"358","Versión estenográfica. Día Internacional de las Mujeres","Con la Revolución en nuestro país se logró que se estableciera el salario mínimo y una jornada laboral de ocho horas para hombres y para mujeres."
"359","Versión estenográfica. Día Internacional de las Mujeres","Yo quiero también aquí informales que me siento orgulloso, porque con el apoyo de empresarios y de trabajadores llevamos 15 meses en el gobierno y ha aumentado el salario mínimo, primero 20 por ciento en el 2019 y para este año, 20 por ciento, repito, 16 por ciento el año pasado y 20 por ciento este año."
"360","Versión estenográfica. Día Internacional de las Mujeres","¿Saben desde cuándo no aumentaba así el salario mínimo en México?"
"361","Versión estenográfica. Día Internacional de las Mujeres","Desde hace 40 años y eso es bueno para hombres y para mujeres trabajadoras."
"362","Versión estenográfica. Día Internacional de las Mujeres","Y también entonces además de las demandas laborales se luchaba por los derechos políticos de la mujer, sobre todo el derecho al voto. Imagínense, no podían votar las mujeres, pasaba lo mismo que con los peones de las haciendas, los peones no podían votar, no eran considerados ciudadanos en los tres siglos de dominación colonial, cuando dominaba España a México los peones eran esclavos; pero después vino la Independencia y, a pesar de eso en todo el siglo pasado no podían votar los peones, fue hasta 1914, 1914, hace como 100 años, un poco más que se abolió la esclavitud en México, hace muy poco."
"363","Versión estenográfica. Día Internacional de las Mujeres","Bueno, y en el caso de las mujeres también se estableció el derecho al voto de la mujer hasta 1953, pero pasaron todavía dos años, fue hasta 1955 que ya fue efectivo el voto de la mujer."
"364","Versión estenográfica. Día Internacional de las Mujeres","¿Hace cuánto?"
"365","Versión estenográfica. Día Internacional de las Mujeres","Hace 65, 70 años, con el presidente Ruiz Cortines, o sea, con el presidente anterior, Miguel Alemán, no podían votar las mujeres; el presidente anterior, Ávila Camacho, tampoco; el anterior, el general Cárdenas, un gran presidente, tampoco; anterior, los tres que hubo después del general Calles, tampoco, es a partir del presidente Ruiz Cortines y luego viene el presidente López Mateos y ya se empieza a permitir la participación de las mujeres en lo político."
"366","Versión estenográfica. Día Internacional de las Mujeres","En el periodo posrevolucionario, ya después de la Revolución y hasta nuestros días hubo mujeres que participaron mucho y que debemos recordar siempre con respeto."
"367","Versión estenográfica. Día Internacional de las Mujeres","Voy a mencionar a algunas: Matilde Montoya, que fue la primera médico de México, la primera mujer, se tenía que disfrazar de hombre para que la aceptaran en la Escuela de Medicina, la primera mujer, Matilde Montoya; también recordar a Josefina Vicencio, una escritora; desde luego a Frida Kahlo, a María Izquierdo, a Remedios Varo, a una extraordinaria escultora, Leonora Carrington."
"368","Versión estenográfica. Día Internacional de las Mujeres","A una crítica de arte también fallecida, Raquel Tibol; a Virginia Fábregas del teatro, de la cultura; Elvia Carrillo Puerto, hija de Felipe Carrillo Puerto, que luchó por la igualdad de las mujeres; Hermila Galindo, que también luchó para que se le permitiera el voto a las mujeres; Amalia Caballero de Castillo Ledón, que fue embajadora, la primera; Rosario Castellanos, extraordinaria poeta chiapaneca; Nelly Campobello, de Durango, también gran escritora; Elena Garro, una de las mejores escritoras de México."
"369","Versión estenográfica. Día Internacional de las Mujeres","Griselda Álvarez Ponce de León, la primera gobernadora que hubo en nuestro país, de Colima; Julieta Campos, una escritora y también servidora pública, fue secretaria de Turismo cuando fui jefe de gobierno en la Ciudad de México: Ida Rodríguez Prampolini, también una mujer destacadísima, investigadora de arte, de cultura; Esperanza Iris, dedicada al teatro; Andrea Cruz, fue la primera mujer en portar el escudo, la bandera de México, nuestro símbolo principal cuando se inauguraron los Juegos Olímpicos de 1968. Todavía vive, una mujer extraordinaria."
"370","Versión estenográfica. Día Internacional de las Mujeres","De las primeras que empezó a luchar por los derechos humanos, a buscar a sus hijos desaparecidos, Rosario Ibarra; y también otra mujer que siempre ha dedicado su vida a defender causas justas y que también, afortunadamente vive y está activa, Elena Poniatowska."
"371","Versión estenográfica. Día Internacional de las Mujeres","Y también aquí podría hablar de más mujeres, infinidad de heroínas anónimas, maestras, obreras y compañeras, esposas de dirigentes sociales, porque ¿qué hace un dirigente social sin su compañera?  Nada."
"372","Versión estenográfica. Día Internacional de las Mujeres","Dirigentes sociales, compañeras de guerrilleros, compañeras de políticos opositores, destaco el gran apoyo que significó, lo tengo muy presente, la participación de las nuevas ‘Adelitas’ que defendieron recientemente el petróleo y otros bienes nacionales ambicionados por políticos corruptos y traficantes de influencia durante el periodo neoliberal o de pillaje, este que terminó ya afortunadamente el 30 de noviembre del 2018, que ya se acabó esa pesadilla."
"373","Versión estenográfica. Día Internacional de las Mujeres","A lo largo de mi vida como dirigente he luchado codo a codo con mujeres inteligentes y con arrojo para hacer valer la igualdad social y la democracia. Cuando fui jefe de gobierno en la Ciudad de México la mayoría de los integrantes del gabinete eran mujeres, como dirigente partidista de oposición siempre impulsé la igualdad de género, le llaman ahora paridad de género."
"374","Versión estenográfica. Día Internacional de las Mujeres","Sin oportunismo, puedo expresar que formé parte del movimiento por el cual, en nuestros días, en la actualidad casi la mitad del total de legisladores, tanto en la Cámara de Diputados como en la Senadores, la mitad son mujeres, situación que nos coloca en el quinto lugar mundial en este aspecto. Es un logro muy importante."
"375","Versión estenográfica. Día Internacional de las Mujeres","También en el gobierno que represento como nunca hay mujeres en el gabinete y en puestos de dirección, aquí ya las presentaron a las secretarias; estábamos ocho a ocho, pero hubo un cambio y se quedaron siete, nueve hombres, siete mujeres más el secretario de la Defensa y el de Marina, pero ya se va a equilibrar, hago el compromiso de que van a entrar más mujeres próximamente al gabinete."
"376","Versión estenográfica. Día Internacional de las Mujeres","Pero no sólo es el gabinete. Aquí está, por ejemplo, Raquel Buenrostro Sánchez, ella es la jefa del SAT, la que cobra, no digo los impuestos, las contribuciones, ella es a nivel federal; aquí está Rocío Mejía Flores, que es la encargada de programa de Tandas para el Bienestar, los créditos; aquí está Leticia Ánimas Vargas, que es la coordinadora nacional del programa Becas para el Bienestar Benito Juárez; y aquí está una compañera que desde hace más de 20 años me ayuda, Leticia Ramírez Anaya, es directora general de Atención Ciudadana, esta compañera está todos los días desde antes de las 6:00 de la mañana en Palacio, ahí recibiendo a la gente y atendiendo al pueblo, ese es su trabajo."
"377","Versión estenográfica. Día Internacional de las Mujeres","Por eso puedo comentarles que ocupamos el lugar 16 en el mundo en porcentaje de mujeres con cargo ministerial. Baste decir, ya lo comentó ella misma, que por primera vez en la historia de México la Secretaría de Gobernación está encabezada por una mujer, la ministra Olga Sánchez Cordero."
"378","Versión estenográfica. Día Internacional de las Mujeres","Los jóvenes a lo mejor ya no se acuerdan, no vivieron ese tiempo, por eso lo menciono. Los mayores, no los viejos, los maduros, saben lo que era la Secretaría de Gobernación antes, era la del puño duro, la mano dura, era la secretaría de la represión, el mismo Fidel Velázquez, el finado Fidel Velázquez decía: ‘No voy a Gobernación porque ahí nada más regañan’; bueno, no sólo regañaban, había hasta sótanos en donde encerraban a los opositores."
"379","Versión estenográfica. Día Internacional de las Mujeres","Ahora es distinto, por eso, entre otras cosas, se decidió que la doctora en derecho Olga Sánchez Cordero se encargara de Gobernación, porque ya no es para reprimir al pueblo esa secretaría, sino para defender los derechos humanos y los derechos de las mujeres."
"380","Versión estenográfica. Día Internacional de las Mujeres","Pero quizá lo más importante que podamos decir el día de hoy es que los programas del gobierno federal, los programas de bienestar del gobierno federal benefician a 21 millones de personas hasta ahora, que estamos avanzando, pero hay 21 millones de personas que reciben un apoyo directo, 21 millones de las cuales, de esos 21 millones, 12 millones 600 son mujeres, es decir, el 60 por ciento de los beneficiarios de los programas sociales."
"381","Versión estenográfica. Día Internacional de las Mujeres","Otro dato, estamos distribuyendo 310 mil millones de pesos a programas de bienestar, 310 mil millones de pesos a programas de bienestar, adultos mayores, pensión para niñas, niños con discapacidad, becas para preescolar, primaria, secundaria, preparatoria, universidad, Jóvenes Construyendo el Futuro, apoyo para campesinos, Precios de Garantía, todo eso."
"382","Versión estenográfica. Día Internacional de las Mujeres","Bueno, de esa inversión de 310 mil millones de pesos, 185 mil millones llegan de manera directa a manos de niñas, de mujeres que están estudiando, adolescentes, madres de familia, de mujeres mayores de edad, más de la mitad de lo que estamos destinando del presupuesto a programas de bienestar está llegando a las mujeres. De modo que con hechos hemos demostrado, y lo seguiremos haciendo, que somos simpatizantes de las causas de las mujeres y en general también de la justicia para todos los seres humanos."
"383","Versión estenográfica. Día Internacional de las Mujeres","Yo estoy a favor de las causas de las mujeres, pero no quiero la separación de mujeres y de hombres, es la lucha de las mujeres y de los hombres. Siempre hemos estado en contra del clasismo, vamos a apoyar también en el campo de Zacatecas, siempre hemos estado en contra del racismo."
"384","Versión estenográfica. Día Internacional de las Mujeres","En el caso de los trabajadores de salud, aquí aprovecho para decirles que van a tener garantizadas sus bases; y, como me invitó el gobernador Alejandro Tello, voy a regresar a Fresnillo a la inauguración del Hospital de la Mujer."
"385","Versión estenográfica. Día Internacional de las Mujeres","Estamos en contra del machismo y todos tenemos que ayudar. El que no brinque, a ver, el que no se pare es machista. Ah, ¿se van a quedar sentados?"
"386","Versión estenográfica. Día Internacional de las Mujeres","Todos en contra de la discriminación, en contra del racismo, del clasismo y del machismo. Que nadie se confunda o quiera manipular, la violencia en contra de las niñas y de las mujeres es incompatible, no es compatible con nuestros ideales, no lo queremos ni lo vamos a permitir."
"387","Versión estenográfica. Día Internacional de las Mujeres","En el gobierno de la Cuarta Transformación estamos ocupados todos los días en combatir la violencia, combatir la violencia atacando sus causas y sus efectos. Por nuestra convicción somos partidarios de la democracia, de las libertades, de la no violencia y creemos firmemente que la paz y la tranquilidad son frutos de la justicia."
"388","Versión estenográfica. Día Internacional de las Mujeres","Por eso, la estrategia del gobierno para enfrentar los problemas de inseguridad y de violencia no tienen como fundamento, como era antes, el uso de la fuerza, sino la atención a los graves problemas de desigualdad, de pobreza, al grave problema de la desintegración familiar y lo que ha venido sucediendo, la pérdida de valores, culturales, morales, espirituales."
"389","Versión estenográfica. Día Internacional de las Mujeres","A pesar de toda la herencia que recibimos de corrupción y de la red de complicidades que imperó durante los gobiernos neoliberales, estamos dedicados de tiempo completo a garantizar la paz y la tranquilidad en el país."
"390","Versión estenográfica. Día Internacional de las Mujeres","Y estoy seguro que, si seguimos trabajando todos los días con perseverancia… Así lo dije ayer en Jerez, yo he demostrado ser perseverante, terco, pues así como fui terco para llegar a la Presidencia y llevar a cabo la transformación de México, así soy terco y vamos a serenar a Zacatecas y a serenar al país, vamos a acabar con la violencia."
"391","Versión estenográfica. Día Internacional de las Mujeres","Estoy seguro también, y esa es una ventaja que tenemos, no llegué a la Presidencia por el apoyo de las mafias del poder o de los grupos económicos o de grupos de intereses creados, llegué por la voluntad del pueblo, mi único amo es el pueblo de México."
"392","Versión estenográfica. Día Internacional de las Mujeres","Por eso es una ventaja, no tengo que estar protegiendo a nadie, no tengo por qué mantener privilegios de nadie, no va a haber nunca impunidad, se va a acabar la corrupción, se va a acabar la impunidad. Me canso ganso."
"393","Versión estenográfica. Día Internacional de las Mujeres","Tengo confianza que, si no hay impunidad porque, imagínense, si no hay una línea divisoria, si no hay una frontera entre autoridad y delincuencia estamos perdidos, no se logra nada."
"394","Versión estenográfica. Día Internacional de las Mujeres","¿Qué pasaba anteriormente?"
"395","Versión estenográfica. Día Internacional de las Mujeres","Que los encargados de la seguridad estaban al servicio de la delincuencia. Eso nunca más va a suceder, se acaba la impunidad. Una cosa es la delincuencia y otra cosa muy distinta la autoridad y el que la hace la paga. Así es de claro."
"396","Versión estenográfica. Día Internacional de las Mujeres","Por eso estoy optimista y sé que vamos a reducir el índice delictivo y se van a terminar los crímenes de odio y los feminicidios, porque vamos a estar como siempre trabajando con este propósito."
"397","Versión estenográfica. Día Internacional de las Mujeres","Creo firmemente que la estrategia de atender a las familias, la familia es la institución de seguridad social más importante en el país, nuestras familias. No es el Seguro Social, no es el Issste, no es el gobierno, la institución más importante de seguridad social es la familia, sobre todo la familia mexicana."
"398","Versión estenográfica. Día Internacional de las Mujeres","Por eso tenemos que fortalecer los lazos familiares, mantener integrada a las familias, fortalecer los valores, morales, espirituales, hablar mucho que la felicidad no es tener bienes materiales, dinero, alhajas, títulos, no, la verdadera felicidad es estar bien con uno mismo, estar bien con nuestra conciencia y estar bien con el prójimo, esa es la verdadera felicidad."
"399","Versión estenográfica. Día Internacional de las Mujeres","Y decir una y mil veces que sólo siendo buenos podemos ser felices, sólo así, siendo bondadosos, vamos a ser felices. Nada de que: ‘Me voy a meter a una banda de delincuentes y así voy a traer ropa de marca, y la troca y alhajas, muchachas guapas’. Eso es pasajero, es efímero, eso no es felicidad, la verdadera felicidad, repito, es actuar con amor al prójimo y actuar con rectitud."
"400","Versión estenográfica. Día Internacional de las Mujeres","Miren, estamos ya llevando a cabo una campaña de orientación a todos los jóvenes, primero a los jóvenes se les están dando oportunidades de estudio y de trabajo, nunca más le vamos a dar la espalda a los jóvenes, nunca más se va a discriminar a los jóvenes."
"401","Versión estenográfica. Día Internacional de las Mujeres","Y también orientarlos muchos para que no tomen ese camino de las conductas antisociales, porque en vez de felicidad, es sufrimiento para ellos, para sus familias, para sus madres que padecen mucho porque tienen hijos desaparecidos, porque tienen hijos en las cárceles o porque sus hijos perdieron la vida, da mucha tristeza todo eso. Tenemos que estar informando a los jóvenes que se puede ser feliz si se estudia, si se tiene un trabajo, si nos mantenemos juntos en las familias, que haya mucho amor en las familias."
"402","Versión estenográfica. Día Internacional de las Mujeres","Si hay un hijo, una hija que tiene una conducta de rebeldía, ¿qué es lo que hay que hacer?"
"403","Versión estenográfica. Día Internacional de las Mujeres","Abrazarlo, darle mucho amor, quererlo mucho, no rechazarlo, no marginarlo, no insultarlo. Tenemos que tener una actitud amorosa, una república, una cosa pública amorosa. Y también en lo familiar promover mucho el amor al prójimo, no dejarle el asunto de la familia a los conservadores, el asunto de la familia tiene que ver con los humanistas y eso es nuestro movimiento, un movimiento humanista."
"404","Versión estenográfica. Día Internacional de las Mujeres","Invito a que sigamos luchando por los derechos y la justicia a favor de todas las mujeres, de las mujeres indígenas, de las mujeres campesinas, de las mujeres obreras, de las mujeres que trabajan mucho en el hogar, las maestras, las estudiantes, las enfermeras, las doctoras, las servidoras públicas, oficinistas, las mujeres soldados o soldadas, las marinas, las policías, las profesionales, las mujeres comerciantes, las mujeres artesanas, las mujeres empresarias, las mujeres escritoras, intelectuales, las mujeres periodistas, comunicólogas, las trabajadoras domésticas; y de manera así, muy cariñosa, las mujeres con hijos o familiares desaparecidos, todo nuestro cariño, todo nuestro amor, toda nuestra solidaridad. En fin, que luchemos siempre en pos de todas las mujeres de México."
"405","Versión estenográfica. Día Internacional de las Mujeres","Amigas y amigos de Fresnillo:"
"406","Versión estenográfica. Día Internacional de las Mujeres","Yo reitero el compromiso de no fallarles y de continuar actuando con apego a los principios de no mentir, no robar y no traicionar al pueblo."
"407","Versión estenográfica. Día Internacional de las Mujeres","¡Que vivan las mujeres de México!"
"408","Versión estenográfica. Día Internacional de las Mujeres","¡Viva México!"
"409","Versión estenográfica. Día Internacional de las Mujeres","¡Viva México!"
"410","Versión estenográfica. Día Internacional de las Mujeres","¡Viva México!"
"411","Versión estenográfica. Programas Integrales de Bienestar, en Calvillo, Aguascalientes","PRESIDENTE ANDRÉS MANUEL LÓPEZ OBRADOR: Amigas, amigos de Calvillo, de otros pueblos municipios de Aguascalientes."
"412","Versión estenográfica. Programas Integrales de Bienestar, en Calvillo, Aguascalientes","Me da mucho gusto estar de nuevo aquí en Calvillo, que ya conocía, lo he visitado varias veces, porque nos llevó muchos años luchar hasta lograr el inicio de una transformación en nuestro país, que hacía falta y que ya entre todos, desde abajo, estamos llevando a cabo; no sin problemas, con obstáculos, pero también tenemos que tomar en cuenta que lo hemos hecho, lo estamos haciendo sin mucha oposición."
"413","Versión estenográfica. Programas Integrales de Bienestar, en Calvillo, Aguascalientes","Cuando hay movimientos de transformación, movimientos profundos, no cambios de gobierno, sino cuando se apuesta a cambiar un régimen político como el que se padecía, de opresión, de injusticias, de corrupción, siempre hay resistencias y hay lo que se llama la reacción, así fue en la transformación cuando el movimiento de Independencia nacional, había independentistas, pero también los realistas."
"414","Versión estenográfica. Programas Integrales de Bienestar, en Calvillo, Aguascalientes","En el movimiento de Reforma lo mismo, cuando Juárez había liberales y conservadores."
"415","Versión estenográfica. Programas Integrales de Bienestar, en Calvillo, Aguascalientes","En la Revolución lo mismo, había antirreeleccionistas, los que no querían que siguiera Porfirio Díaz y los que defendían la reelección, los que querían que se mantuviera el mismo régimen."
"416","Versión estenográfica. Programas Integrales de Bienestar, en Calvillo, Aguascalientes","Ahora lo mismo, pero en esas tres transformaciones la Independencia, la Reforma, la Revolución, desgraciadamente los cambios se tuvieron que hacer con violencia, con las armas; ahora nosotros tenemos la fortuna de poner llevar a cabo esta Cuarta Transformación de manera pacífica, sin violencia."
"417","Versión estenográfica. Programas Integrales de Bienestar, en Calvillo, Aguascalientes","Por eso no debemos espantarnos. Si hay oposición, esto es natural; además, como aquí lo dijo el gobernador, así es la democracia, tiene que haber pluralidad, tiene que haber formas de pensar distintas. En la dictadura sólo hay pensamiento único, no se puede protestar, no se puede decir nada, si hay protesta es con los dientes apretados."
